Date,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,ABNB,AKAM,ALB,ARE
2025-03-25,152.7518768310547,66.0727767944336,124.46219635009766,197.7880401611328,305.8461608886719,403.6400146484375,114.80999755859375,12.270724296569824,109.12743377685547,120.00180053710938,289.53155517578125,129.8800048828125,81.8499984741211,77.16653442382812,92.95182037353516
2025-03-26,151.93585205078125,66.6866683959961,125.46305084228516,197.74874877929688,308.08380126953125,397.80999755859375,110.19000244140625,12.105951309204102,109.83353424072266,119.39437103271484,291.6055603027344,128.63999938964844,81.47000122070312,75.22917938232422,93.09708404541016
2025-03-27,147.71653747558594,66.24110412597656,130.1601104736328,199.14369201660156,305.4798278808594,396.1499938964844,106.6500015258789,12.047796249389648,110.17166137695312,118.46829223632812,291.46728515625,125.6500015258789,81.55999755859375,74.26546478271484,92.69033813476562
2025-03-28,144.1340789794922,64.96380615234375,129.63491821289062,201.66835021972656,301.3213195800781,385.7099914550781,103.22000122070312,12.028411865234375,109.19705200195312,116.19791412353516,288.6525573730469,120.69000244140625,80.05000305175781,71.72206115722656,92.58380889892578
2025-03-31,146.14422607421875,64.71627044677734,131.4483184814453,205.82374572753906,308.9551086425781,383.5299987792969,102.73999786376953,12.038103103637695,110.57941436767578,116.48668670654297,291.2697448730469,119.45999908447266,80.5,71.55316162109375,90.84565734863281
2025-04-01,146.95028686523438,64.95390319824219,130.4970245361328,202.63107299804688,310.4798583984375,383.20001220703125,102.77999877929688,11.989641189575195,111.83248901367188,113.8103256225586,291.5877380371094,121.18000030517578,80.5999984741211,71.35445404052734,89.51012420654297
2025-04-02,147.0398406982422,65.46878814697266,130.73484802246094,201.57012939453125,313.2026672363281,385.7799987792969,102.95999908447266,12.096258163452148,111.65348052978516,115.7462387084961,293.088134765625,122.80000305175781,81.62999725341797,71.78166961669922,90.66889190673828
2025-04-03,139.05894470214844,63.033016204833984,130.43759155273438,198.08274841308594,298.4797058105469,367.25,93.80000305175781,11.534092903137207,111.13633728027344,109.43952178955078,281.40277099609375,113.97000122070312,78.77999877929688,66.06893920898438,84.69827270507812
2025-04-04,126.29146575927734,61.37946319580078,123.31270599365234,183.6617431640625,282.2418212890625,349.07000732421875,85.76000213623047,10.448530197143555,101.41999053955078,102.78353881835938,261.7979736328125,106.66000366210938,73.69000244140625,58.130733489990234,79.81768798828125
2025-04-07,127.92347717285156,60.04275894165039,123.7289047241211,183.25897216796875,281.9051818847656,340.70001220703125,83.63999938964844,10.361298561096191,99.45085906982422,103.37229919433594,257.4557189941406,106.30000305175781,70.93000030517578,57.723388671875,76.41011810302734
2025-04-08,126.54025268554688,59.04270553588867,122.8271484375,172.57090759277344,278.608154296875,340.0,78.20999908447266,9.91544246673584,99.22212219238281,99.08133697509766,247.03228759765625,105.69000244140625,68.20999908447266,50.43096923828125,75.55577087402344
2025-04-09,137.64585876464844,61.94384765625,125.88915252685547,176.66732788085938,296.9747314453125,364.6400146484375,96.83999633789062,10.797462463378906,104.72176361083984,106.82503509521484,268.48529052734375,121.31999969482422,76.3499984741211,60.07802963256836,79.365966796875
2025-04-10,132.32192993164062,62.25079345703125,123.37216186523438,171.1268310546875,283.8006286621094,350.04998779296875,88.69999694824219,9.983290672302246,104.10516357421875,99.73994445800781,260.3770446777344,113.91000366210938,72.55999755859375,54.35536575317383,73.22840881347656
2025-04-11,135.2873992919922,63.86473846435547,125.73060607910156,171.9618377685547,282.92498779296875,352.4700012207031,93.4000015258789,9.983290672302246,106.24335479736328,102.49414825439453,267.3028259277344,114.54000091552734,74.05000305175781,56.30265808105469,75.5361328125
2025-04-14,135.34710693359375,64.55784606933594,126.80081939697266,175.94039916992188,288.3478698730469,350.9100036621094,94.5,10.157755851745605,107.91413116455078,104.96894073486328,270.85015869140625,113.22000122070312,74.1500015258789,57.01799392700195,78.26611328125
2025-04-15,134.60076904296875,63.22114181518555,125.65596771240234,175.28604125976562,287.2235107421875,350.3800048828125,95.29000091552734,9.95421314239502,107.436767578125,102.90328979492188,263.6163635253906,114.63999938964844,74.51000213623047,53.6599006652832,77.6965560913086
2025-04-16,129.8241729736328,62.24089431762695,129.1204071044922,170.2098846435547,283.82049560546875,344.19000244140625,88.29000091552734,9.6537446975708,106.75054931640625,102.48416900634766,259.66162109375,112.63999938964844,73.80999755859375,52.2292366027832,75.73253631591797
2025-04-17,129.5753936767578,62.51813507080078,130.39468383789062,171.5086669921875,280.9449157714844,348.79998779296875,87.5,9.86698055267334,106.85000610351562,102.26464080810547,261.2315979003906,112.69999694824219,73.45999908447266,52.56703567504883,76.4395751953125
2025-04-21,125.47545623779297,61.10221862792969,129.30955505371094,168.70291137695312,277.8404235839844,343.2200012207031,85.55999755859375,9.498664855957031,104.39356994628906,100.04930114746094,255.94534301757812,111.61000061035156,71.91999816894531,52.67632293701172,74.36754608154297
